postal_code	city	voivodeship	voivodeship_teryt	county	county_teryt	commune	commune_teryt	latitude	longitude	accuracy
87-148	Gostkowo	kujawsko-pomorskie	04	powiat toruński	0415	Łysomice	041506	53.1031	18.6899	6
87-152	Bierzgłowo	kujawsko-pomorskie	04	powiat toruński	0415	Łubianka	041505	53.1334	18.441	6
87-152	Pigża	kujawsko-pomorskie	04	powiat toruński	0415	Łubianka	041505	53.117	18.52	6
87-152	Dębiny	kujawsko-pomorskie	04	powiat toruński	0415	Łubianka	041505	53.1675	18.4656	6
87-152	Łubianka	kujawsko-pomorskie	04	powiat toruński	0415	Łubianka	041505	53.1279	18.4851	6
87-152	Biskupice	kujawsko-pomorskie	04	powiat toruński	0415	Łubianka	041505	53.1469	18.5118	6
87-152	Wybcz	kujawsko-pomorskie	04	powiat toruński	0415	Łubianka	041505	53.1827	18.4552	6
87-152	Przeczno	kujawsko-pomorskie	04	powiat toruński	0415	Łubianka	041505	53.1547	18.4724	6
87-152	Brąchnowo	kujawsko-pomorskie	04	powiat toruński	0415	Łubianka	041505	53.1366	18.5439	6
87-152	Zamek Bierzgłowski	kujawsko-pomorskie	04	powiat toruński	0415	Łubianka	041505	53.1022	18.4703	6
87-152	Słomowo	kujawsko-pomorskie	04	powiat toruński	0415	Łubianka	041505	53.1503	18.4375	6
87-152	Leszcz	kujawsko-pomorskie	04	powiat toruński	0415	Łubianka	041505	53.1055	18.5108	6
87-152	Wymysłowo	kujawsko-pomorskie	04	powiat toruński	0415	Łubianka	041505	53.1629	18.4944	6
87-152	Warszewice	kujawsko-pomorskie	04	powiat toruński	0415	Łubianka	041505	53.1691	18.5342	6
87-152	Wybczyk	kujawsko-pomorskie	04	powiat toruński	0415	Łubianka	041505	53.1695	18.4317	6
87-162	Gronówko	kujawsko-pomorskie	04	powiat toruński	0415	Lubicz	041504	53.1132	18.7603	6
87-162	Józefowo	kujawsko-pomorskie	04	powiat toruński	0415	Lubicz	041504	53.0616	18.8464	6
87-162	Rogowo	kujawsko-pomorskie	04	powiat toruński	0415	Lubicz	041504	53.0814	18.7394	6
87-162	Brzezinko	kujawsko-pomorskie	04	powiat toruński	0415	Lubicz	041504	53.0821	18.7884	6
87-162	Jedwabno	kujawsko-pomorskie	04	powiat toruński	0415	Lubicz	041504	53.047	18.768	6
87-162	Rogówko	kujawsko-pomorskie	04	powiat toruński	0415	Lubicz	041504	53.0711	18.7633	6
87-162	Lubicz Górny	kujawsko-pomorskie	04	powiat toruński	0415	Lubicz	041504	53.0248	18.7717	6
87-162	Kopanino	kujawsko-pomorskie	04	powiat toruński	0415	Lubicz	041504	52.9821	18.7419	6
87-162	Lubicz Dolny	kujawsko-pomorskie	04	powiat toruński	0415	Lubicz	041504	53.0302	18.7486	6
87-162	Mierzynek	kujawsko-pomorskie	04	powiat toruński	0415	Lubicz	041504	53.0368	18.8079	6
87-162	Gronowo	kujawsko-pomorskie	04	powiat toruński	0415	Lubicz	041504	53.1015	18.791	6
87-162	Nowa Wieś	kujawsko-pomorskie	04	powiat toruński	0415	Lubicz	041504	53.0099	18.7504	6
87-162	Grębocin	kujawsko-pomorskie	04	powiat toruński	0415	Lubicz	041504	53.0584	18.7172	6
87-162	Krobia	kujawsko-pomorskie	04	powiat toruński	0415	Lubicz	041504	53.033	18.7831	6
87-162	Grabowiec	kujawsko-pomorskie	04	powiat toruński	0415	Lubicz	041504	52.9689	18.7243	6
87-162	Młyniec Pierwszy	kujawsko-pomorskie	04	powiat toruński	0415	Lubicz	041504	53.0692	18.8097	6
87-162	Złotoria	kujawsko-pomorskie	04	powiat toruński	0415	Lubicz	041504	52.9913	18.7134	6
87-162	Młyniec Drugi	kujawsko-pomorskie	04	powiat toruński	0415	Lubicz	041504	53.0586	18.8175	6
87-162	Brzeźno	kujawsko-pomorskie	04	powiat toruński	0415	Lubicz	041504	53.0934	18.765	6
87-165	Mała Nieszawka	kujawsko-pomorskie	04	powiat toruński	0415	Wielka Nieszawka	041508	52.9894	18.5039	6
87-165	Brzoza	kujawsko-pomorskie	04	powiat toruński	0415	Wielka Nieszawka	041508	52.8625	18.5911	6
87-165	Cierpice	kujawsko-pomorskie	04	powiat toruński	0415	Wielka Nieszawka	041508	52.9885	18.4718	6
87-165	Wielka Nieszawka	kujawsko-pomorskie	04	powiat toruński	0415	Wielka Nieszawka	041508	52.9957	18.4985	6
87-640	Wygoda	kujawsko-pomorskie	04	powiat toruński	0415	Czernikowo	041503	52.9371	18.9622	6
87-640	Włęcz	kujawsko-pomorskie	04	powiat toruński	0415	Czernikowo	041503	52.8851	18.8633	6
87-640	Mazowsze	kujawsko-pomorskie	04	powiat toruński	0415	Czernikowo	041503	52.9804	19.0196	6
87-640	Witowąż	kujawsko-pomorskie	04	powiat toruński	0415	Czernikowo	041503	52.9243	18.9449	6
87-640	Liciszewy	kujawsko-pomorskie	04	powiat toruński	0415	Czernikowo	041503	52.9793	19.0752	6
87-640	Rozstrzały	kujawsko-pomorskie	04	powiat toruński	0415	Czernikowo	041503	52.8907	19.0221	6
87-640	Mień	kujawsko-pomorskie	04	powiat toruński	0415	Czernikowo	041503	52.8433	18.9347	6
87-640	Steklin	kujawsko-pomorskie	04	powiat toruński	0415	Czernikowo	041503	52.9382	19.0097	6
87-640	Kijaszkowo	kujawsko-pomorskie	04	powiat toruński	0415	Czernikowo	041503	52.9896	19.0384	6
87-640	Mazowsze-Parcele	kujawsko-pomorskie	04	powiat toruński	0415	Czernikowo	041503	52.975	18.9965	6
87-640	Wylewy	kujawsko-pomorskie	04	powiat toruński	0415	Czernikowo	041503	52.9089	18.9457	6
87-640	Steklin-Kolonia	kujawsko-pomorskie	04	powiat toruński	0415	Czernikowo	041503	52.9246	18.9883	6
87-640	Zieleńszczyzna	kujawsko-pomorskie	04	powiat toruński	0415	Czernikowo	041503	52.8493	18.99	6
87-640	Wieprzeniec	kujawsko-pomorskie	04	powiat toruński	0415	Czernikowo	041503	52.8936	18.9775	6
87-640	Dzierżączka	kujawsko-pomorskie	04	powiat toruński	0415	Czernikowo	041503	52.8363	18.9252	6
87-640	Zabłocie	kujawsko-pomorskie	04	powiat toruński	0415	Czernikowo	041503	52.8688	18.8988	6
87-640	Zimny Zdrój	kujawsko-pomorskie	04	powiat toruński	0415	Czernikowo	041503	52.9326	18.9055	6
87-640	Łazy	kujawsko-pomorskie	04	powiat toruński	0415	Czernikowo	041503	52.9028	19.0032	6
87-640	Ograszka	kujawsko-pomorskie	04	powiat toruński	0415	Czernikowo	041503	52.918	19.0156	6
87-640	Osówka-Kolonia	kujawsko-pomorskie	04	powiat toruński	0415	Czernikowo	041503	52.9123	18.989	6
87-640	Lisiny	kujawsko-pomorskie	04	powiat toruński	0415	Czernikowo	041503	52.8909	18.9888	6
87-640	Piaski	kujawsko-pomorskie	04	powiat toruński	0415	Czernikowo	041503	52.9152	18.9381	6
87-640	Rudno	kujawsko-pomorskie	04	powiat toruński	0415	Czernikowo	041503	52.9139	18.9217	6
87-640	Stajęczyny	kujawsko-pomorskie	04	powiat toruński	0415	Czernikowo	041503	52.9079	18.8885	6
87-640	Kijaszkówiec	kujawsko-pomorskie	04	powiat toruński	0415	Czernikowo	041503	52.9694	19.0461	6
87-640	Skwirynowo	kujawsko-pomorskie	04	powiat toruński	0415	Czernikowo	041503	52.882	18.9078	6
87-640	Nowogródek	kujawsko-pomorskie	04	powiat toruński	0415	Czernikowo	041503	52.8579	18.9017	6
87-640	Jaźwiny	kujawsko-pomorskie	04	powiat toruński	0415	Czernikowo	041503	52.9145	18.9541	6
87-640	Bernardowo	kujawsko-pomorskie	04	powiat toruński	0415	Czernikowo	041503	52.9699	18.9657	6
87-640	Steklinek	kujawsko-pomorskie	04	powiat toruński	0415	Czernikowo	041503	52.9503	18.9858	6
87-640	Makowiska	kujawsko-pomorskie	04	powiat toruński	0415	Czernikowo	041503	52.9066	19.0305	6
87-640	Osówka	kujawsko-pomorskie	04	powiat toruński	0415	Czernikowo	041503	52.9169	18.9724	6
87-640	Szkleniec	kujawsko-pomorskie	04	powiat toruński	0415	Czernikowo	041503	52.9274	18.9707	6
87-640	Kiełpiny	kujawsko-pomorskie	04	powiat toruński	0415	Czernikowo	041503	52.8926	19.0415	6
87-640	Czernikówko	kujawsko-pomorskie	04	powiat toruński	0415	Czernikowo	041503	52.9587	18.923	6
87-640	Dąbrówka	kujawsko-pomorskie	04	powiat toruński	0415	Czernikowo	041503	52.8829	18.965	6
87-640	Czernikowo	kujawsko-pomorskie	04	powiat toruński	0415	Czernikowo	041503	52.9413	18.9374	6
87-640	Jackowo	kujawsko-pomorskie	04	powiat toruński	0415	Czernikowo	041503	52.9604	18.9623	6
87-640	Pokrzywno	kujawsko-pomorskie	04	powiat toruński	0415	Czernikowo	041503	52.8889	18.8966	6
85-511	Łosiny	kujawsko-pomorskie	04	powiat tucholski	0416	Cekcyn	041601	53.6208	17.984	6
85-511	Lubińsk	kujawsko-pomorskie	04	powiat tucholski	0416	Cekcyn	041601	53.5612	18.06	6
85-511	Knieja	kujawsko-pomorskie	04	powiat tucholski	0416	Cekcyn	041601	53.5635	17.9844	6
85-511	Okoninek	kujawsko-pomorskie	04	powiat tucholski	0416	Cekcyn	041601	53.5922	18.0293	6
85-511	Kowalskie Błota	kujawsko-pomorskie	04	powiat tucholski	0416	Cekcyn	041601	53.629	17.9828	6
85-511	Małe Budziska	kujawsko-pomorskie	04	powiat tucholski	0416	Cekcyn	041601	53.6006	18.0891	6
85-511	Huta	kujawsko-pomorskie	04	powiat tucholski	0416	Cekcyn	041601	53.5415	17.97	6
85-511	Nowy Sumin	kujawsko-pomorskie	04	powiat tucholski	0416	Cekcyn	041601	53.5879	17.9766	6
85-511	Stary Sumin	kujawsko-pomorskie	04	powiat tucholski	0416	Cekcyn	041601	53.5885	18.0046	6
85-511	Zalesie	kujawsko-pomorskie	04	powiat tucholski	0416	Cekcyn	041601	53.6126	18.0082	6
85-511	Kruszka	kujawsko-pomorskie	04	powiat tucholski	0416	Cekcyn	041601	53.5496	17.9876	6
85-511	Cekcyn	kujawsko-pomorskie	04	powiat tucholski	0416	Cekcyn	041601	53.5744	18.0154	6
85-511	Krzywogoniec	kujawsko-pomorskie	04	powiat tucholski	0416	Cekcyn	041601	53.5999	18.0388	6
85-511	Cekcynek	kujawsko-pomorskie	04	powiat tucholski	0416	Cekcyn	041601	53.5737	17.992	6
86-131	Piła-Młyn	kujawsko-pomorskie	04	powiat tucholski	0416	Cekcyn	041601	53.5134	17.8872	6
86-141	Sławno	kujawsko-pomorskie	04	powiat tucholski	0416	Cekcyn	041601	53.5365	18.1854	6
86-141	Bieszewo	kujawsko-pomorskie	04	powiat tucholski	0416	Cekcyn	041601	53.5345	18.1284	6
86-141	Lisiny	kujawsko-pomorskie	04	powiat tucholski	0416	Cekcyn	041601	53.5476	18.1584	6
89-500	Zdroje	kujawsko-pomorskie	04	powiat tucholski	0416	Cekcyn	041601	53.6058	18.1662	6
89-500	Wielka Komorza	kujawsko-pomorskie	04	powiat tucholski	0416	Tuchola	041606	53.6482	17.8839	6
89-500	Mały Mędromierz	kujawsko-pomorskie	04	powiat tucholski	0416	Tuchola	041606	53.5662	17.8371	6
89-500	Wymysłowo	kujawsko-pomorskie	04	powiat tucholski	0416	Tuchola	041606	53.608	17.9115	6
89-500	Mała Komorza	kujawsko-pomorskie	04	powiat tucholski	0416	Tuchola	041606	53.645	17.8596	6
89-500	Bladowo	kujawsko-pomorskie	04	powiat tucholski	0416	Tuchola	041606	53.5976	17.8167	6
89-500	Tuchola	kujawsko-pomorskie	04	powiat tucholski	0416	Tuchola	041606	53.5818	17.8695	6
89-500	Kiełpin	kujawsko-pomorskie	04	powiat tucholski	0416	Tuchola	041606	53.6194	17.8794	6
89-500	Raciąż	kujawsko-pomorskie	04	powiat tucholski	0416	Tuchola	041606	53.6685	17.7921	6
89-500	Dąbrówka	kujawsko-pomorskie	04	powiat tucholski	0416	Tuchola	041606	53.6535	17.8767	6
89-500	Świt	kujawsko-pomorskie	04	powiat tucholski	0416	Cekcyn	041601	53.5398	17.885	6
89-500	Rudzki Młyn	kujawsko-pomorskie	04	powiat tucholski	0416	Cekcyn	041601	53.555	17.9047	6
89-500	Plaskosz	kujawsko-pomorskie	04	powiat tucholski	0416	Cekcyn	041601	53.5901	17.9246	6
89-500	Białowieża	kujawsko-pomorskie	04	powiat tucholski	0416	Tuchola	041606	53.6266	17.829	6
89-502	Lubierzyn	kujawsko-pomorskie	04	powiat tucholski	0416	Tuchola	041606	53.6422	17.7903	6
89-502	Stobno	kujawsko-pomorskie	04	powiat tucholski	0416	Tuchola	041606	53.6475	17.8186	6
89-502	Nadolna Karczma	kujawsko-pomorskie	04	powiat tucholski	0416	Tuchola	041606	53.6901	17.8337	6
89-502	Legbąd	kujawsko-pomorskie	04	powiat tucholski	0416	Tuchola	041606	53.7102	17.9431	6
89-502	Wysoka	kujawsko-pomorskie	04	powiat tucholski	0416	Tuchola	041606	53.6705	17.7475	6
89-502	Raciąski Młyn	kujawsko-pomorskie	04	powiat tucholski	0416	Tuchola	041606	53.6746	17.7819	6
89-502	Mrowiniec	kujawsko-pomorskie	04	powiat tucholski	0416	Tuchola	041606	53.6856	17.7664	6
89-502	Wysocki Młyn	kujawsko-pomorskie	04	powiat tucholski	0416	Tuchola	041606	53.6793	17.7716	6
89-502	Nadolnik	kujawsko-pomorskie	04	powiat tucholski	0416	Tuchola	041606	53.6853	17.8325	6
89-502	Raciąż	kujawsko-pomorskie	04	powiat tucholski	0416	Tuchola	041606	53.6661	17.7924	6
89-504	Biała	kujawsko-pomorskie	04	powiat tucholski	0416	Tuchola	041606	53.6805	17.976	6
89-504	Rzepiczna	kujawsko-pomorskie	04	powiat tucholski	0416	Tuchola	041606	53.716	18.0101	6
89-504	Jaty	kujawsko-pomorskie	04	powiat tucholski	0416	Tuchola	041606	53.7448	17.8962	6
89-504	Zielonka	kujawsko-pomorskie	04	powiat tucholski	0416	Tuchola	041606	53.6612	17.9346	6
89-504	Woziwoda	kujawsko-pomorskie	04	powiat tucholski	0416	Tuchola	041606	53.6683	17.9112	6
89-504	Barłogi	kujawsko-pomorskie	04	powiat tucholski	0416	Tuchola	041606	53.7152	17.9783	6
89-504	Końskie Błota	kujawsko-pomorskie	04	powiat tucholski	0416	Tuchola	041606	53.7134	17.9064	6
89-504	Koślinka	kujawsko-pomorskie	04	powiat tucholski	0416	Tuchola	041606	53.7241	17.9756	6
89-504	Zielona Łąka	kujawsko-pomorskie	04	powiat tucholski	0416	Tuchola	041606	53.6551	17.9378	6
89-504	Dziekcz	kujawsko-pomorskie	04	powiat tucholski	0416	Tuchola	041606	53.6831	17.8635	6
89-504	Lasek	kujawsko-pomorskie	04	powiat tucholski	0416	Tuchola	041606	53.7278	17.9224	6
89-504	Fojutowo	kujawsko-pomorskie	04	powiat tucholski	0416	Tuchola	041606	53.7272	17.9045	6
89-504	Legbąd	kujawsko-pomorskie	04	powiat tucholski	0416	Tuchola	041606	53.7115	17.94	6
89-504	Łosiny	kujawsko-pomorskie	04	powiat tucholski	0416	Tuchola	041606	53.7382	17.9237	6
89-504	Radonek	kujawsko-pomorskie	04	powiat tucholski	0416	Tuchola	041606	53.7002	17.9482	6
89-504	Tuchola	kujawsko-pomorskie	04	powiat tucholski	0416	Tuchola	041606	53.5678	17.8988	6
89-504	Niwki	kujawsko-pomorskie	04	powiat tucholski	0416	Tuchola	041606	53.7244	17.9386	6
89-504	Klocek	kujawsko-pomorskie	04	powiat tucholski	0416	Tuchola	041606	53.6923	17.9403	6
89-504	Brody	kujawsko-pomorskie	04	powiat tucholski	0416	Tuchola	041606	53.708	17.9479	6
89-504	Bielska Struga	kujawsko-pomorskie	04	powiat tucholski	0416	Tuchola	041606	53.6571	17.9724	6
89-505	Cekcyn	kujawsko-pomorskie	04	powiat tucholski	0416	Cekcyn	041601	53.5749	18.0153	6
89-505	Małe Gacno	kujawsko-pomorskie	04	powiat tucholski	0416	Cekcyn	041601	53.6075	18.105	6
89-505	Ludwichowo	kujawsko-pomorskie	04	powiat tucholski	0416	Cekcyn	041601	53.6203	18.164	6
89-505	Zielonka	kujawsko-pomorskie	04	powiat tucholski	0416	Cekcyn	041601	53.5818	18.1283	6
89-505	Trzebciny	kujawsko-pomorskie	04	powiat tucholski	0416	Cekcyn	041601	53.6289	18.1686	6
89-505	Zdroje	kujawsko-pomorskie	04	powiat tucholski	0416	Cekcyn	041601	53.598	18.1701	6
89-505	Cekcynek	kujawsko-pomorskie	04	powiat tucholski	0416	Cekcyn	041601	53.5723	17.9908	6
89-505	Wielkie Gacno	kujawsko-pomorskie	04	powiat tucholski	0416	Cekcyn	041601	53.6329	18.1053	6
89-505	Brzozie	kujawsko-pomorskie	04	powiat tucholski	0416	Cekcyn	041601	53.5719	18.0976	6
89-505	Lisiny	kujawsko-pomorskie	04	powiat tucholski	0416	Śliwice	041605	53.6643	18.1435	6
89-505	Wielkie Budziska	kujawsko-pomorskie	04	powiat tucholski	0416	Cekcyn	041601	53.6091	18.0777	6
89-505	Siwe Bagno	kujawsko-pomorskie	04	powiat tucholski	0416	Cekcyn	041601	53.6142	18.1123	6
89-505	Jelenia Góra	kujawsko-pomorskie	04	powiat tucholski	0416	Cekcyn	041601	53.5722	18.1485	6
89-505	Małe Budziska	kujawsko-pomorskie	04	powiat tucholski	0416	Cekcyn	041601	53.6013	18.0938	6
89-505	Szklana Huta	kujawsko-pomorskie	04	powiat tucholski	0416	Cekcyn	041601	53.6055	18.1196	6
89-505	Suchom	kujawsko-pomorskie	04	powiat tucholski	0416	Cekcyn	041601	53.5596	18.1423	6
89-505	Pustelnia	kujawsko-pomorskie	04	powiat tucholski	0416	Cekcyn	041601	53.5623	18.0857	6
89-505	Mikołajskie	kujawsko-pomorskie	04	powiat tucholski	0416	Cekcyn	041601	53.6175	18.1126	6
89-506	Piastoszyn	kujawsko-pomorskie	04	powiat tucholski	0416	Kęsowo	041603	53.6278	17.7356	6
89-506	Obrowo	kujawsko-pomorskie	04	powiat tucholski	0416	Kęsowo	041603	53.5878	17.6782	6
89-506	Kęsowo	kujawsko-pomorskie	04	powiat tucholski	0416	Kęsowo	041603	53.5568	17.7131	6
89-506	Żalno	kujawsko-pomorskie	04	powiat tucholski	0416	Kęsowo	041603	53.611	17.7691	6
89-506	Słupy	kujawsko-pomorskie	04	powiat tucholski	0416	Tuchola	041606	53.5791	17.7784	6
89-506	Drożdzienica	kujawsko-pomorskie	04	powiat tucholski	0416	Kęsowo	041603	53.5407	17.6407	6
89-506	Krajenki	kujawsko-pomorskie	04	powiat tucholski	0416	Kęsowo	041603	53.5434	17.68	6
89-506	Przymuszewo	kujawsko-pomorskie	04	powiat tucholski	0416	Kęsowo	041603	53.551	17.6562	6
89-506	Jeleńcz	kujawsko-pomorskie	04	powiat tucholski	0416	Kęsowo	041603	53.5578	17.7475	6
89-506	Pamiętowo	kujawsko-pomorskie	04	powiat tucholski	0416	Kęsowo	041603	53.5157	17.6768	6
89-506	Adamkowo	kujawsko-pomorskie	04	powiat tucholski	0416	Kęsowo	041603	53.5135	17.7009	6
89-506	Ludwichowo	kujawsko-pomorskie	04	powiat tucholski	0416	Kęsowo	041603	53.5364	17.6635	6
89-506	Sicinki	kujawsko-pomorskie	04	powiat tucholski	0416	Kęsowo	041603	53.5918	17.711	6
89-506	Tuchółka	kujawsko-pomorskie	04	powiat tucholski	0416	Kęsowo	041603	53.5762	17.7488	6
89-506	Siciny	kujawsko-pomorskie	04	powiat tucholski	0416	Kęsowo	041603	53.5716	17.7321	6
89-506	Bralewnica	kujawsko-pomorskie	04	powiat tucholski	0416	Kęsowo	041603	53.5186	17.7523	6
89-506	Wieszczyce	kujawsko-pomorskie	04	powiat tucholski	0416	Kęsowo	041603	53.5385	17.7389	6
89-506	Nowe Żalno	kujawsko-pomorskie	04	powiat tucholski	0416	Kęsowo	041603	53.6243	17.7926	6
89-506	Brzuchowo	kujawsko-pomorskie	04	powiat tucholski	0416	Kęsowo	041603	53.5421	17.7685	6
89-506	Grochowo	kujawsko-pomorskie	04	powiat tucholski	0416	Kęsowo	041603	53.6491	17.7428	6
89-510	Teolog	kujawsko-pomorskie	04	powiat tucholski	0416	Lubiewo	041604	53.528	17.9824	6
89-510	Wandowo	kujawsko-pomorskie	04	powiat tucholski	0416	Lubiewo	041604	53.5165	17.9464	6
89-510	Zamrzenica	kujawsko-pomorskie	04	powiat tucholski	0416	Lubiewo	041604	53.4725	17.8979	6
89-510	Szumiąca	kujawsko-pomorskie	04	powiat tucholski	0416	Lubiewo	041604	53.5179	17.9535	6
89-510	Minikowo	kujawsko-pomorskie	04	powiat tucholski	0416	Lubiewo	041604	53.4853	17.9387	6
89-510	Bysław	kujawsko-pomorskie	04	powiat tucholski	0416	Lubiewo	041604	53.505	18.0008	6
89-510	Płazowo	kujawsko-pomorskie	04	powiat tucholski	0416	Lubiewo	041604	53.533	17.951	6
89-510	Wełpin	kujawsko-pomorskie	04	powiat tucholski	0416	Lubiewo	041604	53.5285	18.0095	6
89-510	Bysławek	kujawsko-pomorskie	04	powiat tucholski	0416	Lubiewo	041604	53.492	17.9695	6
89-511	Lubińsk	kujawsko-pomorskie	04	powiat tucholski	0416	Cekcyn	041601	53.5658	18.0489	6
89-511	Dębowiec	kujawsko-pomorskie	04	powiat tucholski	0416	Cekcyn	041601	53.5801	18.0417	6
89-511	Zalesie	kujawsko-pomorskie	04	powiat tucholski	0416	Cekcyn	041601	53.6157	18.0062	6
89-511	Kruszka	kujawsko-pomorskie	04	powiat tucholski	0416	Cekcyn	041601	53.5551	17.998	6
89-511	Łosiny	kujawsko-pomorskie	04	powiat tucholski	0416	Cekcyn	041601	53.6188	17.9825	6
89-511	Cekcyn	kujawsko-pomorskie	04	powiat tucholski	0416	Cekcyn	041601	53.5741	18.0181	6
89-511	Cekcynek	kujawsko-pomorskie	04	powiat tucholski	0416	Cekcyn	041601	53.5725	17.9909	6
89-511	Krzywogoniec	kujawsko-pomorskie	04	powiat tucholski	0416	Cekcyn	041601	53.6007	18.0392	6
89-511	Okiersk	kujawsko-pomorskie	04	powiat tucholski	0416	Cekcyn	041601	53.6263	17.9677	6
89-511	Huta	kujawsko-pomorskie	04	powiat tucholski	0416	Cekcyn	041601	53.5455	17.9714	6
89-511	Zamarte	kujawsko-pomorskie	04	powiat tucholski	0416	Cekcyn	041601	53.5972	17.9896	6
89-511	Kowalskie Błota	kujawsko-pomorskie	04	powiat tucholski	0416	Cekcyn	041601	53.6307	17.982	6
89-511	Okoninek	kujawsko-pomorskie	04	powiat tucholski	0416	Cekcyn	041601	53.592	18.0289	6
89-511	Suchom	kujawsko-pomorskie	04	powiat tucholski	0416	Cekcyn	041601	53.5614	18.1423	6
89-511	Szczuczanek	kujawsko-pomorskie	04	powiat tucholski	0416	Cekcyn	041601	53.6163	18.0402	6
89-511	Gołąbek	kujawsko-pomorskie	04	powiat tucholski	0416	Cekcyn	041601	53.6143	17.9574	6
89-511	Knieja	kujawsko-pomorskie	04	powiat tucholski	0416	Cekcyn	041601	53.5632	17.9834	6
89-511	Nowy Młyn	kujawsko-pomorskie	04	powiat tucholski	0416	Cekcyn	041601	53.5747	17.9288	6
89-511	Nowy Sumin	kujawsko-pomorskie	04	powiat tucholski	0416	Cekcyn	041601	53.5885	17.9869	6
89-511	Wrzosowisko	kujawsko-pomorskie	04	powiat tucholski	0416	Cekcyn	041601	53.5847	18.0606	6
89-511	Sowiniec	kujawsko-pomorskie	04	powiat tucholski	0416	Cekcyn	041601	53.6266	18.0184	6
89-511	Stary Sumin	kujawsko-pomorskie	04	powiat tucholski	0416	Cekcyn	041601	53.5905	18.011	6
89-511	Małe Budziska	kujawsko-pomorskie	04	powiat tucholski	0416	Cekcyn	041601	53.6	18.088	6
89-511	Skrajna	kujawsko-pomorskie	04	powiat tucholski	0416	Cekcyn	041601	53.5417	18.0099	6
89-511	Kiełpiński Most	kujawsko-pomorskie	04	powiat tucholski	0416	Cekcyn	041601	53.637	17.9455	6
89-512	Sarnówek	kujawsko-pomorskie	04	powiat tucholski	0416	Cekcyn	041601	53.5481	18.133	6
89-512	Wierzchucin	kujawsko-pomorskie	04	powiat tucholski	0416	Cekcyn	041601	53.5457	18.1152	6
89-512	Stary Wierzchucin	kujawsko-pomorskie	04	powiat tucholski	0416	Cekcyn	041601	53.557	18.0921	6
89-512	Wierzchlas	kujawsko-pomorskie	04	powiat tucholski	0416	Cekcyn	041601	53.5177	18.1066	6
89-512	Lubiewice	kujawsko-pomorskie	04	powiat tucholski	0416	Cekcyn	041601	53.5145	18.0834	6
89-512	Iwiec	kujawsko-pomorskie	04	powiat tucholski	0416	Cekcyn	041601	53.537	18.0669	6
89-512	Ostrowo	kujawsko-pomorskie	04	powiat tucholski	0416	Cekcyn	041601	53.5508	18.0495	6
89-512	Błądzim	kujawsko-pomorskie	04	powiat tucholski	0416	Cekcyn	041601	53.4731	18.1138	6
89-512	Wysoka	kujawsko-pomorskie	04	powiat tucholski	0416	Cekcyn	041601	53.5405	18.1063	6
89-512	Kosowo	kujawsko-pomorskie	04	powiat tucholski	0416	Cekcyn	041601	53.531	18.0354	6
89-520	Kamienica	kujawsko-pomorskie	04	powiat tucholski	0416	Gostycyn	041602	53.4776	17.8102	6
89-520	Gostycyn	kujawsko-pomorskie	04	powiat tucholski	0416	Gostycyn	041602	53.4897	17.8121	6
89-520	Pruszcz	kujawsko-pomorskie	04	powiat tucholski	0416	Gostycyn	041602	53.4475	17.8271	6
89-520	Bagienica	kujawsko-pomorskie	04	powiat tucholski	0416	Gostycyn	041602	53.4479	17.7792	6
89-520	Mała Klonia	kujawsko-pomorskie	04	powiat tucholski	0416	Gostycyn	041602	53.4535	17.7467	6
89-520	Przyrowa	kujawsko-pomorskie	04	powiat tucholski	0416	Gostycyn	041602	53.5139	17.7694	6
89-520	Łyskowo	kujawsko-pomorskie	04	powiat tucholski	0416	Gostycyn	041602	53.5315	17.8497	6
89-520	Wielka Klonia	kujawsko-pomorskie	04	powiat tucholski	0416	Gostycyn	041602	53.4805	17.7462	6
89-520	Pieńkowo	kujawsko-pomorskie	04	powiat tucholski	0416	Gostycyn	041602	53.4548	17.8637	6
89-520	Żółwiniec	kujawsko-pomorskie	04	powiat tucholski	0416	Gostycyn	041602	53.5544	17.854	6
89-520	Karczewo	kujawsko-pomorskie	04	powiat tucholski	0416	Gostycyn	041602	53.4919	17.7686	6
89-520	Wielki Mędromierz	kujawsko-pomorskie	04	powiat tucholski	0416	Gostycyn	041602	53.5363	17.8029	6
89-520	Piła	kujawsko-pomorskie	04	powiat tucholski	0416	Gostycyn	041602	53.4944	17.8736	6
89-520	Świt	kujawsko-pomorskie	04	powiat tucholski	0416	Gostycyn	041602	53.5432	17.8815	6
89-520	Motyl	kujawsko-pomorskie	04	powiat tucholski	0416	Gostycyn	041602	53.4302	17.8233	6
89-520	Leontynowo	kujawsko-pomorskie	04	powiat tucholski	0416	Gostycyn	041602	53.4824	17.8548	6
89-524	Lisie Jamy	kujawsko-pomorskie	04	powiat tucholski	0416	Lubiewo	041604	53.4491	17.9525	6
89-524	Klonowo	kujawsko-pomorskie	04	powiat tucholski	0416	Lubiewo	041604	53.4537	17.9736	6
89-525	Cierplewo	kujawsko-pomorskie	04	powiat tucholski	0416	Lubiewo	041604	53.3905	17.9803	6
89-525	Sucha	kujawsko-pomorskie	04	powiat tucholski	0416	Lubiewo	041604	53.4136	18.0057	6
89-526	Trutnowo	kujawsko-pomorskie	04	powiat tucholski	0416	Lubiewo	041604	53.4729	18.0764	6
89-526	Lubiewice	kujawsko-pomorskie	04	powiat tucholski	0416	Lubiewo	041604	53.4891	18.0621	6
