postal_code	city	voivodeship	voivodeship_teryt	county	county_teryt	commune	commune_teryt	latitude	longitude	accuracy
59-700	Rakowice	dolnośląskie	02	powiat bolesławiecki	0201	Bolesławiec	020102	51.2447	15.5347	6
59-700	Golnice	dolnośląskie	02	powiat bolesławiecki	0201	Bolesławiec	020102	51.3504	15.5852	6
59-700	Chościszowice	dolnośląskie	02	powiat bolesławiecki	0201	Bolesławiec	020102	51.2868	15.5891	6
59-700	Bolesławiec	dolnośląskie	02	powiat bolesławiecki	0201	Bolesławiec	020101	51.2628	15.5599	6
59-700	Nowa Wieś	dolnośląskie	02	powiat bolesławiecki	0201	Bolesławiec	020102	51.3299	15.6101	6
59-700	Pstrąże	dolnośląskie	02	powiat bolesławiecki	0201	Bolesławiec	020102	51.4396	15.5568	6
59-700	Otok	dolnośląskie	02	powiat bolesławiecki	0201	Bolesławiec	020102	51.2354	15.5259	6
59-700	Stara Oleszna	dolnośląskie	02	powiat bolesławiecki	0201	Bolesławiec	020102	51.4155	15.5994	6
59-700	Dobra	dolnośląskie	02	powiat bolesławiecki	0201	Bolesławiec	020102	51.2773	15.5172	6
59-700	Lipiany	dolnośląskie	02	powiat bolesławiecki	0201	Bolesławiec	020102	51.3415	15.6345	6
59-700	Krępnica	dolnośląskie	02	powiat bolesławiecki	0201	Bolesławiec	020102	51.3224	15.5596	6
59-700	Żeliszów	dolnośląskie	02	powiat bolesławiecki	0201	Bolesławiec	020102	51.1917	15.6354	6
59-700	Parkoszów	dolnośląskie	02	powiat bolesławiecki	0201	Bolesławiec	020102	51.3753	15.5811	6
59-700	Mierzwin	dolnośląskie	02	powiat bolesławiecki	0201	Bolesławiec	020102	51.2277	15.4818	6
59-700	Bożejowice	dolnośląskie	02	powiat bolesławiecki	0201	Bolesławiec	020102	51.2425	15.5512	6
59-700	Kraśnik Górny	dolnośląskie	02	powiat bolesławiecki	0201	Bolesławiec	020102	51.2913	15.6348	6
59-700	Kraszowice	dolnośląskie	02	powiat bolesławiecki	0201	Bolesławiec	020102	51.2112	15.5251	6
59-700	Trzebień	dolnośląskie	02	powiat bolesławiecki	0201	Bolesławiec	020102	51.3859	15.602	6
59-700	Bolesławice	dolnośląskie	02	powiat bolesławiecki	0201	Bolesławiec	020102	51.2798	15.5485	6
59-700	Łąka	dolnośląskie	02	powiat bolesławiecki	0201	Bolesławiec	020102	51.2989	15.5702	6
59-700	Nowa	dolnośląskie	02	powiat bolesławiecki	0201	Bolesławiec	020102	51.194	15.5242	6
59-700	Kraśnik Dolny	dolnośląskie	02	powiat bolesławiecki	0201	Bolesławiec	020102	51.3069	15.608	6
59-700	Nowe Jaroszowice	dolnośląskie	02	powiat bolesławiecki	0201	Bolesławiec	020102	51.2154	15.5682	6
59-700	Trzebień Mały	dolnośląskie	02	powiat bolesławiecki	0201	Bolesławiec	020102	51.3972	15.577	6
59-700	Stare Jaroszowice	dolnośląskie	02	powiat bolesławiecki	0201	Bolesławiec	020102	51.2098	15.6173	6
59-700	Suszki	dolnośląskie	02	powiat bolesławiecki	0201	Bolesławiec	020102	51.1954	15.5729	6
59-700	Kruszyn	dolnośląskie	02	powiat bolesławiecki	0201	Bolesławiec	020102	51.2606	15.6152	6
59-700	Kozłów	dolnośląskie	02	powiat bolesławiecki	0201	Bolesławiec	020102	51.4327	15.5989	6
59-700	Dąbrowa Bolesławiecka	dolnośląskie	02	powiat bolesławiecki	0201	Bolesławiec	020102	51.3264	15.5772	6
59-700	Ocice	dolnośląskie	02	powiat bolesławiecki	0201	Bolesławiec	020102	51.2041	15.4839	6
59-700	Łaziska	dolnośląskie	02	powiat bolesławiecki	0201	Bolesławiec	020102	51.2417	15.6075	6
59-700	Brzeźnik	dolnośląskie	02	powiat bolesławiecki	0201	Bolesławiec	020102	51.2441	15.4685	6
59-701	Bolesławiec	dolnośląskie	02	powiat bolesławiecki	0201	Bolesławiec	020101	51.2551	15.5767	6
59-702	Bolesławiec	dolnośląskie	02	powiat bolesławiecki	0201	Bolesławiec	020101	51.2515	15.5775	6
59-703	Bolesławiec	dolnośląskie	02	powiat bolesławiecki	0201	Bolesławiec	020101	51.2637	15.5619	6
59-706	Nowa Kuźnia	dolnośląskie	02	powiat bolesławiecki	0201	Gromadka	020103	51.3915	15.8179	6
59-706	Gromadka	dolnośląskie	02	powiat bolesławiecki	0201	Gromadka	020103	51.3583	15.7606	6
59-706	Osła	dolnośląskie	02	powiat bolesławiecki	0201	Gromadka	020103	51.3202	15.7538	6
59-706	Pasternik	dolnośląskie	02	powiat bolesławiecki	0201	Gromadka	020103	51.4063	15.8037	6
59-706	Motyle	dolnośląskie	02	powiat bolesławiecki	0201	Gromadka	020103	51.3992	15.7927	6
59-706	Patoka	dolnośląskie	02	powiat bolesławiecki	0201	Gromadka	020103	51.3579	15.8175	6
59-706	Wierzbowa	dolnośląskie	02	powiat bolesławiecki	0201	Gromadka	020103	51.3987	15.7616	6
59-706	Borówki	dolnośląskie	02	powiat bolesławiecki	0201	Gromadka	020103	51.362	15.7306	6
59-706	Różyniec	dolnośląskie	02	powiat bolesławiecki	0201	Gromadka	020103	51.3189	15.7127	6
59-706	Krzyżowa	dolnośląskie	02	powiat bolesławiecki	0201	Gromadka	020103	51.3267	15.6782	6
59-706	Modła	dolnośląskie	02	powiat bolesławiecki	0201	Gromadka	020103	51.3598	15.8042	6
59-707	Brzeźnik	dolnośląskie	02	powiat bolesławiecki	0201	Bolesławiec	020102	51.249	15.473	6
59-707	Trzebień Mały	dolnośląskie	02	powiat bolesławiecki	0201	Bolesławiec	020102	51.4032	15.5794	6
59-707	Trzebień	dolnośląskie	02	powiat bolesławiecki	0201	Bolesławiec	020102	51.3854	15.6008	6
59-720	Wartowice	dolnośląskie	02	powiat bolesławiecki	0201	Warta Bolesławiecka	020106	51.2217	15.6442	6
59-720	Iwiny-Osiedle	dolnośląskie	02	powiat bolesławiecki	0201	Warta Bolesławiecka	020106	51.2173	15.732	6
59-720	Wilczy Las	dolnośląskie	02	powiat bolesławiecki	0201	Warta Bolesławiecka	020106	51.2707	15.7594	6
59-720	Iwiny	dolnośląskie	02	powiat bolesławiecki	0201	Warta Bolesławiecka	020106	51.2195	15.7111	6
59-720	Raciborowice Górne	dolnośląskie	02	powiat bolesławiecki	0201	Warta Bolesławiecka	020106	51.1819	15.7005	6
59-720	Tomaszów Bolesławiecki	dolnośląskie	02	powiat bolesławiecki	0201	Warta Bolesławiecka	020106	51.2663	15.6833	6
59-720	Lubków	dolnośląskie	02	powiat bolesławiecki	0201	Warta Bolesławiecka	020106	51.237	15.7143	6
59-720	Szczytnica	dolnośląskie	02	powiat bolesławiecki	0201	Warta Bolesławiecka	020106	51.2856	15.7188	6
59-720	Ocice	dolnośląskie	02	powiat bolesławiecki	0201	Bolesławiec	020102	51.2009	15.4859	6
59-720	Jurków	dolnośląskie	02	powiat bolesławiecki	0201	Warta Bolesławiecka	020106	51.1931	15.748	6
59-720	Warta Bolesławiecka	dolnośląskie	02	powiat bolesławiecki	0201	Warta Bolesławiecka	020106	51.2345	15.6656	6
59-720	Raciborowice Dolne	dolnośląskie	02	powiat bolesławiecki	0201	Warta Bolesławiecka	020106	51.1987	15.6968	6
59-724	Przejęsław	dolnośląskie	02	powiat bolesławiecki	0201	Osiecznica	020105	51.3637	15.4202	6
59-724	Ławszowa	dolnośląskie	02	powiat bolesławiecki	0201	Osiecznica	020105	51.3919	15.4174	6
59-724	Kliczków	dolnośląskie	02	powiat bolesławiecki	0201	Osiecznica	020105	51.3312	15.4317	6
59-724	Osieczów	dolnośląskie	02	powiat bolesławiecki	0201	Osiecznica	020105	51.2975	15.433	6
59-724	Bronowiec	dolnośląskie	02	powiat bolesławiecki	0201	Osiecznica	020105	51.3707	15.2948	6
59-724	Leśny Dwór	dolnośląskie	02	powiat bolesławiecki	0201	Osiecznica	020105	51.5268	15.4366	6
59-724	Tomisław	dolnośląskie	02	powiat bolesławiecki	0201	Osiecznica	020105	51.2936	15.4216	6
59-724	Osiecznica	dolnośląskie	02	powiat bolesławiecki	0201	Osiecznica	020105	51.3302	15.4178	6
59-724	Ołobok	dolnośląskie	02	powiat bolesławiecki	0201	Osiecznica	020105	51.3386	15.2852	6
59-724	Świętoszów	dolnośląskie	02	powiat bolesławiecki	0201	Osiecznica	020105	51.4706	15.3916	6
59-724	Parowa	dolnośląskie	02	powiat bolesławiecki	0201	Osiecznica	020105	51.3624	15.2838	6
59-724	Poświętne	dolnośląskie	02	powiat bolesławiecki	0201	Osiecznica	020105	51.3917	15.2767	6
59-726	Luboszów	dolnośląskie	02	powiat bolesławiecki	0201	Osiecznica	020105	51.4263	15.3938	6
59-726	Kliczków	dolnośląskie	02	powiat bolesławiecki	0201	Osiecznica	020105	51.3344	15.4331	6
59-726	Świętoszów	dolnośląskie	02	powiat bolesławiecki	0201	Osiecznica	020105	51.4734	15.3913	6
59-726	Tomisław	dolnośląskie	02	powiat bolesławiecki	0201	Osiecznica	020105	51.2791	15.4144	6
59-726	Osiecznica	dolnośląskie	02	powiat bolesławiecki	0201	Osiecznica	020105	51.3336	15.4091	6
59-730	Ocice	dolnośląskie	02	powiat bolesławiecki	0201	Bolesławiec	020102	51.2021	15.489	6
59-730	Nowa	dolnośląskie	02	powiat bolesławiecki	0201	Bolesławiec	020102	51.1936	15.5256	6
59-730	Czerna	dolnośląskie	02	powiat bolesławiecki	0201	Nowogrodziec	020104	51.2282	15.3556	6
59-730	Nowogrodziec	dolnośląskie	02	powiat bolesławiecki	0201	Nowogrodziec	020104	51.1966	15.3957	6
59-730	Zagajnik	dolnośląskie	02	powiat bolesławiecki	0201	Nowogrodziec	020104	51.2562	15.292	6
59-730	Gierałtów	dolnośląskie	02	powiat bolesławiecki	0201	Nowogrodziec	020104	51.2025	15.3151	6
59-730	Wykroty	dolnośląskie	02	powiat bolesławiecki	0201	Nowogrodziec	020104	51.2373	15.2783	6
59-730	Bieniec	dolnośląskie	02	powiat bolesławiecki	0201	Nowogrodziec	020104	51.2775	15.3977	6
59-730	Parzyce	dolnośląskie	02	powiat bolesławiecki	0201	Nowogrodziec	020104	51.2272	15.4034	6
59-730	Godzieszów	dolnośląskie	02	powiat bolesławiecki	0201	Nowogrodziec	020104	51.2136	15.2544	6
59-730	Zabłocie	dolnośląskie	02	powiat bolesławiecki	0201	Nowogrodziec	020104	51.2215	15.4434	6
59-730	Milików	dolnośląskie	02	powiat bolesławiecki	0201	Nowogrodziec	020104	51.189	15.4132	6
59-730	Nowa Wieś	dolnośląskie	02	powiat bolesławiecki	0201	Nowogrodziec	020104	51.2639	15.4079	6
59-730	Kierżno	dolnośląskie	02	powiat bolesławiecki	0201	Nowogrodziec	020104	51.2601	15.4216	6
59-730	Zebrzydowa	dolnośląskie	02	powiat bolesławiecki	0201	Nowogrodziec	020104	51.2408	15.3917	6
59-730	Gościszów	dolnośląskie	02	powiat bolesławiecki	0201	Nowogrodziec	020104	51.1582	15.4467	6
52-500	Pieszyce	dolnośląskie	02	powiat dzierżoniowski	0202	Pieszyce	020203	50.697	16.5701	6
58-116	Nowizna	dolnośląskie	02	powiat dzierżoniowski	0202	Dzierżoniów	020205	50.7562	16.614	6
58-116	Mościsko	dolnośląskie	02	powiat dzierżoniowski	0202	Dzierżoniów	020205	50.7772	16.586	6
58-200	Dzierżoniów	dolnośląskie	02	powiat dzierżoniowski	0202	Dzierżoniów	020202	50.7324	16.6477	6
58-200	Dobrocinek	dolnośląskie	02	powiat dzierżoniowski	0202	Dzierżoniów	020205	50.7389	16.7571	6
58-200	Ostroszowice	dolnośląskie	02	powiat dzierżoniowski	0202	Dzierżoniów	020205	50.6528	16.6333	6
58-200	Dobrocin	dolnośląskie	02	powiat dzierżoniowski	0202	Dzierżoniów	020205	50.7331	16.705	6
58-200	Marianówek	dolnośląskie	02	powiat dzierżoniowski	0202	Dzierżoniów	020205	50.7195	16.716	6
58-200	Bratoszów	dolnośląskie	02	powiat dzierżoniowski	0202	Pieszyce	020203	50.7446	16.5906	6
58-207	Książnica	dolnośląskie	02	powiat dzierżoniowski	0202	Dzierżoniów	020205	50.8111	16.6086	6
58-207	Jędrzejowice	dolnośląskie	02	powiat dzierżoniowski	0202	Dzierżoniów	020205	50.8181	16.662	6
58-207	Włóki	dolnośląskie	02	powiat dzierżoniowski	0202	Dzierżoniów	020205	50.7753	16.6413	6
58-207	Kiełczyn	dolnośląskie	02	powiat dzierżoniowski	0202	Dzierżoniów	020205	50.8083	16.6443	6
58-207	Tuszyn	dolnośląskie	02	powiat dzierżoniowski	0202	Dzierżoniów	020205	50.7947	16.6472	6
58-209	Pieszyce	dolnośląskie	02	powiat dzierżoniowski	0202	Pieszyce	020203	50.7203	16.5875	6
58-209	Rościszów	dolnośląskie	02	powiat dzierżoniowski	0202	Pieszyce	020203	50.7076	16.519	6
58-210	Sieniawka	dolnośląskie	02	powiat dzierżoniowski	0202	Łagiewniki	020206	50.7788	16.7708	6
58-210	Przystronie	dolnośląskie	02	powiat dzierżoniowski	0202	Łagiewniki	020206	50.7644	16.8249	6
58-210	Radzików	dolnośląskie	02	powiat dzierżoniowski	0202	Łagiewniki	020206	50.8124	16.8572	6
58-210	Trzebnik	dolnośląskie	02	powiat dzierżoniowski	0202	Łagiewniki	020206	50.8222	16.8685	6
58-210	Sokolniki	dolnośląskie	02	powiat dzierżoniowski	0202	Łagiewniki	020206	50.8202	16.8364	6
58-210	Mniowice	dolnośląskie	02	powiat dzierżoniowski	0202	Łagiewniki	020206	50.782	16.7701	6
58-210	Sienice	dolnośląskie	02	powiat dzierżoniowski	0202	Łagiewniki	020206	50.7741	16.8752	6
58-210	Łagiewniki	dolnośląskie	02	powiat dzierżoniowski	0202	Łagiewniki	020206	50.791	16.8391	6
58-210	Ligota Wielka	dolnośląskie	02	powiat dzierżoniowski	0202	Łagiewniki	020206	50.7595	16.7877	6
58-210	Ratajno	dolnośląskie	02	powiat dzierżoniowski	0202	Łagiewniki	020206	50.7813	16.8031	6
58-211	Uciechów	dolnośląskie	02	powiat dzierżoniowski	0202	Dzierżoniów	020205	50.7622	16.6788	6
58-211	Kołaczów	dolnośląskie	02	powiat dzierżoniowski	0202	Dzierżoniów	020205	50.7648	16.7251	6
58-212	Słupice	dolnośląskie	02	powiat dzierżoniowski	0202	Łagiewniki	020206	50.8149	16.7446	6
58-212	Jaźwina	dolnośląskie	02	powiat dzierżoniowski	0202	Łagiewniki	020206	50.7971	16.7013	6
58-212	Stoszów	dolnośląskie	02	powiat dzierżoniowski	0202	Łagiewniki	020206	50.7823	16.7249	6
58-212	Janczowice	dolnośląskie	02	powiat dzierżoniowski	0202	Łagiewniki	020206	50.785	16.7455	6
58-212	Uliczno	dolnośląskie	02	powiat dzierżoniowski	0202	Łagiewniki	020206	50.8098	16.7201	6
58-212	Kuchary	dolnośląskie	02	powiat dzierżoniowski	0202	Łagiewniki	020206	50.7973	16.7309	6
58-214	Oleszna	dolnośląskie	02	powiat dzierżoniowski	0202	Łagiewniki	020206	50.8138	16.8023	6
58-214	Młynica	dolnośląskie	02	powiat dzierżoniowski	0202	Łagiewniki	020206	50.8174	16.7611	6
58-214	Domaszów	dolnośląskie	02	powiat dzierżoniowski	0202	Łagiewniki	020206	50.8162	16.7745	6
58-217	Gilów	dolnośląskie	02	powiat dzierżoniowski	0202	Niemcza	020207	50.7222	16.7708	6
58-217	Dębowa Góra	dolnośląskie	02	powiat dzierżoniowski	0202	Dzierżoniów	020205	50.7665	16.7341	6
58-217	Roztocznik	dolnośląskie	02	powiat dzierżoniowski	0202	Dzierżoniów	020205	50.7431	16.735	6
58-217	Byszów	dolnośląskie	02	powiat dzierżoniowski	0202	Dzierżoniów	020205	50.7294	16.7402	6
58-217	Gola Dzierżoniowska	dolnośląskie	02	powiat dzierżoniowski	0202	Niemcza	020207	50.7386	16.7925	6
58-230	Piotrkówek	dolnośląskie	02	powiat dzierżoniowski	0202	Niemcza	020207	50.7174	16.8821	6
58-230	Stasin	dolnośląskie	02	powiat dzierżoniowski	0202	Niemcza	020207	50.7183	16.8451	6
58-230	Wojsławice	dolnośląskie	02	powiat dzierżoniowski	0202	Niemcza	020207	50.7119	16.8585	6
58-230	Chwalęcin	dolnośląskie	02	powiat dzierżoniowski	0202	Niemcza	020207	50.754	16.8743	6
58-230	Jasinek	dolnośląskie	02	powiat dzierżoniowski	0202	Niemcza	020207	50.7253	16.8161	6
58-230	Gumin	dolnośląskie	02	powiat dzierżoniowski	0202	Niemcza	020207	50.7054	16.8172	6
58-230	Wilków Wielki	dolnośląskie	02	powiat dzierżoniowski	0202	Niemcza	020207	50.751	16.8476	6
58-230	Kietlin	dolnośląskie	02	powiat dzierżoniowski	0202	Niemcza	020207	50.7463	16.8306	6
58-230	Niemcza	dolnośląskie	02	powiat dzierżoniowski	0202	Niemcza	020207	50.7176	16.8336	6
58-231	Ligota Mała	dolnośląskie	02	powiat dzierżoniowski	0202	Niemcza	020207	50.6708	16.8106	6
58-231	Nowa Wieś Niemczańska	dolnośląskie	02	powiat dzierżoniowski	0202	Niemcza	020207	50.694	16.8183	6
58-231	Przerzeczyn-Zdrój	dolnośląskie	02	powiat dzierżoniowski	0202	Niemcza	020207	50.6845	16.8242	6
58-231	Ruszkowice	dolnośląskie	02	powiat dzierżoniowski	0202	Niemcza	020207	50.6927	16.8702	6
58-231	Podlesie	dolnośląskie	02	powiat dzierżoniowski	0202	Niemcza	020207	50.6928	16.8524	6
58-240	Piława Górna	dolnośląskie	02	powiat dzierżoniowski	0202	Piława Górna	020204	50.683	16.7527	6
58-241	Piława Dolna	dolnośląskie	02	powiat dzierżoniowski	0202	Dzierżoniów	020205	50.7006	16.6896	6
58-250	Rościszów	dolnośląskie	02	powiat dzierżoniowski	0202	Pieszyce	020203	50.7059	16.5333	6
58-250	Pieszyce	dolnośląskie	02	powiat dzierżoniowski	0202	Pieszyce	020203	50.7106	16.5809	6
58-250	Kamionki	dolnośląskie	02	powiat dzierżoniowski	0202	Pieszyce	020203	50.6769	16.5428	6
58-250	Bratoszów	dolnośląskie	02	powiat dzierżoniowski	0202	Pieszyce	020203	50.745	16.5876	6
58-250	Piskorzów	dolnośląskie	02	powiat dzierżoniowski	0202	Pieszyce	020203	50.7349	16.5636	6
58-260	Bielawa	dolnośląskie	02	powiat dzierżoniowski	0202	Bielawa	020201	50.6824	16.6158	6
58-262	Jodłownik	dolnośląskie	02	powiat dzierżoniowski	0202	Dzierżoniów	020205	50.6466	16.6122	6
58-262	Józefówek	dolnośląskie	02	powiat dzierżoniowski	0202	Dzierżoniów	020205	50.6594	16.624	6
58-262	Wiatraczyn	dolnośląskie	02	powiat dzierżoniowski	0202	Dzierżoniów	020205	50.6298	16.6215	6
58-262	Kietlice	dolnośląskie	02	powiat dzierżoniowski	0202	Dzierżoniów	020205	50.6613	16.6718	6
58-262	Myśliszów	dolnośląskie	02	powiat dzierżoniowski	0202	Dzierżoniów	020205	50.6693	16.6448	6
58-262	Ostroszowice	dolnośląskie	02	powiat dzierżoniowski	0202	Dzierżoniów	020205	50.6449	16.6382	6
58-262	Owiesno	dolnośląskie	02	powiat dzierżoniowski	0202	Dzierżoniów	020205	50.6591	16.6882	6
58-500	Pieszyce	dolnośląskie	02	powiat dzierżoniowski	0202	Pieszyce	020203	50.716	16.5899	6
67-200	Szczyglice	dolnośląskie	02	powiat głogowski	0203	Głogów	020302	51.6314	16.1219	6
67-200	Turów	dolnośląskie	02	powiat głogowski	0203	Głogów	020302	51.6156	16.1192	6
67-200	Klucze	dolnośląskie	02	powiat głogowski	0203	Głogów	020302	51.6826	16.16	6
67-200	Grodziec Mały	dolnośląskie	02	powiat głogowski	0203	Głogów	020302	51.6871	16.0757	6
67-200	Ruszowice	dolnośląskie	02	powiat głogowski	0203	Głogów	020302	51.6443	16.0842	6
67-200	Przedmoście	dolnośląskie	02	powiat głogowski	0203	Głogów	020302	51.6269	16.1641	6
67-200	Wilków	dolnośląskie	02	powiat głogowski	0203	Głogów	020302	51.6941	16.1999	6
67-200	Stare Serby	dolnośląskie	02	powiat głogowski	0203	Głogów	020302	51.685	16.1377	6
67-200	Zabornia	dolnośląskie	02	powiat głogowski	0203	Głogów	020302	51.656	16.1605	6
67-200	Kurowice	dolnośląskie	02	powiat głogowski	0203	Jerzmanowa	020303	51.6367	16.0333	6
67-200	Głogów	dolnośląskie	02	powiat głogowski	0203	Głogów	020301	51.6556	16.09	6
67-200	Serby	dolnośląskie	02	powiat głogowski	0203	Głogów	020302	51.6839	16.1124	6
67-200	Jaczów	dolnośląskie	02	powiat głogowski	0203	Jerzmanowa	020303	51.6267	16.0761	6
67-200	Borek	dolnośląskie	02	powiat głogowski	0203	Głogów	020302	51.6461	16.1677	6
67-200	Bytnik	dolnośląskie	02	powiat głogowski	0203	Głogów	020302	51.6393	16.1532	6
67-200	Krzekotów	dolnośląskie	02	powiat głogowski	0203	Głogów	020302	51.7052	16.1585	6
67-200	Golowice	dolnośląskie	02	powiat głogowski	0203	Jerzmanowa	020303	51.5738	16.0793	6
67-210	Gaiki	dolnośląskie	02	powiat głogowski	0203	Jerzmanowa	020303	51.5773	16.0186	6
67-210	Borek	dolnośląskie	02	powiat głogowski	0203	Głogów	020302	51.6477	16.162	6
67-210	Jaczów	dolnośląskie	02	powiat głogowski	0203	Jerzmanowa	020303	51.6281	16.0757	6
67-210	Grodziec Mały	dolnośląskie	02	powiat głogowski	0203	Głogów	020302	51.6831	16.0799	6
67-210	Ruszowice	dolnośląskie	02	powiat głogowski	0203	Głogów	020302	51.6438	16.0868	6
67-210	Klucze	dolnośląskie	02	powiat głogowski	0203	Głogów	020302	51.6835	16.1615	6
67-210	Szczyglice	dolnośląskie	02	powiat głogowski	0203	Głogów	020302	51.6307	16.1245	6
67-210	Serby	dolnośląskie	02	powiat głogowski	0203	Głogów	020302	51.6856	16.1104	6
67-210	Stare Serby	dolnośląskie	02	powiat głogowski	0203	Głogów	020302	51.6835	16.1395	6
67-210	Wilków	dolnośląskie	02	powiat głogowski	0203	Głogów	020302	51.6979	16.1988	6
67-210	Zabornia	dolnośląskie	02	powiat głogowski	0203	Głogów	020302	51.6547	16.1606	6
67-210	Przedmoście	dolnośląskie	02	powiat głogowski	0203	Głogów	020302	51.6282	16.1615	6
67-210	Modła	dolnośląskie	02	powiat głogowski	0203	Jerzmanowa	020303	51.6327	16.0423	6
67-210	Kurowice	dolnośląskie	02	powiat głogowski	0203	Jerzmanowa	020303	51.638	16.037	6
67-210	Bytnik	dolnośląskie	02	powiat głogowski	0203	Głogów	020302	51.638	16.1543	6
67-210	Krzekotów	dolnośląskie	02	powiat głogowski	0203	Głogów	020302	51.7031	16.1544	6
67-221	Mileszyn	dolnośląskie	02	powiat głogowski	0203	Pęcław	020305	51.6652	16.2639	6
67-221	Droglowice	dolnośląskie	02	powiat głogowski	0203	Pęcław	020305	51.6647	16.2294	6
67-221	Golkowice	dolnośląskie	02	powiat głogowski	0203	Pęcław	020305	51.683	16.2347	6
67-221	Borków	dolnośląskie	02	powiat głogowski	0203	Pęcław	020305	51.6753	16.1953	6
67-221	Kotowice	dolnośląskie	02	powiat głogowski	0203	Pęcław	020305	51.6275	16.3246	6
67-221	Wierzchownia	dolnośląskie	02	powiat głogowski	0203	Pęcław	020305	51.637	16.2641	6
67-221	Piersna	dolnośląskie	02	powiat głogowski	0203	Pęcław	020305	51.6279	16.2766	6
67-221	Białołęka	dolnośląskie	02	powiat głogowski	0203	Pęcław	020305	51.6474	16.2123	6
67-221	Wojszyn	dolnośląskie	02	powiat głogowski	0203	Pęcław	020305	51.6633	16.1936	6
67-221	Leszkowice	dolnośląskie	02	powiat głogowski	0203	Pęcław	020305	51.614	16.3245	6
67-221	Kaczyce	dolnośląskie	02	powiat głogowski	0203	Pęcław	020305	51.6263	16.2977	6
67-221	Wietszyce	dolnośląskie	02	powiat głogowski	0203	Pęcław	020305	51.6487	16.2959	6
67-221	Turów	dolnośląskie	02	powiat głogowski	0203	Pęcław	020305	51.625	16.2358	6
67-221	Pęcław	dolnośląskie	02	powiat głogowski	0203	Pęcław	020305	51.6452	16.2397	6
67-222	Kurowice	dolnośląskie	02	powiat głogowski	0203	Jerzmanowa	020303	51.6375	16.0369	6
67-222	Kurów Mały	dolnośląskie	02	powiat głogowski	0203	Jerzmanowa	020303	51.5922	16.0848	6
67-222	Potoczek	dolnośląskie	02	powiat głogowski	0203	Jerzmanowa	020303	51.5687	16.0193	6
67-222	Bądzów	dolnośląskie	02	powiat głogowski	0203	Jerzmanowa	020303	51.5704	16.0506	6
67-222	Gaiki	dolnośląskie	02	powiat głogowski	0203	Jerzmanowa	020303	51.5751	16.0138	6
67-222	Zofiówka	dolnośląskie	02	powiat głogowski	0203	Jerzmanowa	020303	51.5589	15.9864	6
67-222	Maniów	dolnośląskie	02	powiat głogowski	0203	Jerzmanowa	020303	51.6056	16.025	6
67-222	Golowice	dolnośląskie	02	powiat głogowski	0203	Jerzmanowa	020303	51.5737	16.0739	6
67-222	Jerzmanowa	dolnośląskie	02	powiat głogowski	0203	Jerzmanowa	020303	51.5919	16.0449	6
67-222	Smardzów	dolnośląskie	02	powiat głogowski	0203	Jerzmanowa	020303	51.6133	16.0707	6
67-222	Łagoszów Mały	dolnośląskie	02	powiat głogowski	0203	Jerzmanowa	020303	51.6155	16.0262	6
67-222	Modła	dolnośląskie	02	powiat głogowski	0203	Jerzmanowa	020303	51.6339	16.0446	6
67-231	Nielubia	dolnośląskie	02	powiat głogowski	0203	Żukowice	020306	51.6396	15.9958	6
67-231	Szczepów	dolnośląskie	02	powiat głogowski	0203	Żukowice	020306	51.6747	15.8834	6
67-231	Kamiona	dolnośląskie	02	powiat głogowski	0203	Żukowice	020306	51.6579	16.0038	6
67-231	Wiekowice	dolnośląskie	02	powiat głogowski	0203	Żukowice	020306	51.6943	15.8697	6
67-231	Zameczno	dolnośląskie	02	powiat głogowski	0203	Żukowice	020306	51.6708	15.9302	6
67-231	Mierzów	dolnośląskie	02	powiat głogowski	0203	Żukowice	020306	51.6807	15.8523	6
67-231	Słoćwina	dolnośląskie	02	powiat głogowski	0203	Żukowice	020306	51.6723	15.9488	6
67-231	Zabłocie	dolnośląskie	02	powiat głogowski	0203	Żukowice	020306	51.637	15.9701	6
67-231	Góra Świętej Anny	dolnośląskie	02	powiat głogowski	0203	Żukowice	020306	51.6738	15.8568	6
67-231	Żukowice	dolnośląskie	02	powiat głogowski	0203	Żukowice	020306	51.6711	15.9829	6
67-231	Dobrzejowice	dolnośląskie	02	powiat głogowski	0203	Żukowice	020306	51.7115	15.8857	6
67-231	Brzeg Głogowski	dolnośląskie	02	powiat głogowski	0203	Żukowice	020306	51.6948	15.9172	6
67-231	Czerna	dolnośląskie	02	powiat głogowski	0203	Żukowice	020306	51.7111	15.9058	6
67-231	Kromolin	dolnośląskie	02	powiat głogowski	0203	Żukowice	020306	51.6854	15.8855	6
67-231	Dankowice	dolnośląskie	02	powiat głogowski	0203	Żukowice	020306	51.6215	15.9769	6
67-231	Kłoda	dolnośląskie	02	powiat głogowski	0203	Żukowice	020306	51.6588	15.9495	6
67-231	Domaniowice	dolnośląskie	02	powiat głogowski	0203	Żukowice	020306	51.6733	15.9177	6
67-231	Bukwica	dolnośląskie	02	powiat głogowski	0203	Żukowice	020306	51.6224	15.9933	6
67-231	Glinica	dolnośląskie	02	powiat głogowski	0203	Żukowice	020306	51.6487	15.9748	6
67-231	Słone	dolnośląskie	02	powiat głogowski	0203	Żukowice	020306	51.6584	16.0227	6
67-232	Brzeg Głogowski	dolnośląskie	02	powiat głogowski	0203	Żukowice	020306	51.6959	15.9163	6
67-240	Moszowice	dolnośląskie	02	powiat głogowski	0203	Kotla	020304	51.7218	16.0664	6
